customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,late_payments,complaints_last_6_months,products_used,avg_session_minutes,auto_pay,senior_citizen,churn
CUST-00123,48,85.31,3943.1,Two year,DSL,Electronic check,1,0,0,4,67.1,No,No,0
CUST-00124,34,89.47,2899.96,Month-to-month,Fiber optic,Credit card,2,1,0,5,57.9,No,No,0
CUST-00125,62,134.64,8348.46,One year,Fiber optic,Credit card,2,1,2,5,55.8,No,Yes,1
CUST-00126,41,70.3,2693.19,Month-to-month,Fiber optic,Bank transfer,4,1,0,5,30.5,Yes,No,0
CUST-00127,6,57.45,304.6,Two year,Fiber optic,Mailed check,1,1,0,4,29.0,Yes,No,0
CUST-00128,56,84.41,4649.26,Month-to-month,Fiber optic,Electronic check,0,0,0,5,10.5,Yes,No,0
CUST-00129,42,84.66,3519.96,Two year,Fiber optic,Electronic check,1,0,0,1,52.5,Yes,No,0
CUST-00130,46,63.41,3052.74,Month-to-month,Fiber optic,Credit card,2,0,0,2,39.2,Yes,No,0
CUST-00131,41,52.29,2014.49,One year,Fiber optic,Electronic check,2,1,1,3,11.0,Yes,No,1
CUST-00132,40,125.82,5137.18,Month-to-month,Fiber optic,Electronic check,2,0,0,4,56.0,No,No,1
CUST-00133,7,82.19,506.78,Month-to-month,No internet,Mailed check,1,1,1,2,32.9,Yes,No,0
CUST-00134,41,58.89,2360.88,Month-to-month,DSL,Bank transfer,2,0,1,2,34.8,No,No,0
CUST-00135,58,95.15,5574.57,Month-to-month,Fiber optic,Mailed check,1,1,2,5,15.3,No,No,1
CUST-00136,22,72.6,1564.3,Month-to-month,DSL,Electronic check,3,0,1,4,45.4,Yes,No,0
CUST-00137,44,69.44,2948.26,One year,Fiber optic,Electronic check,0,0,0,4,45.5,Yes,No,0
CUST-00138,3,87.37,217.68,Month-to-month,No internet,Credit card,0,0,1,1,37.3,No,No,1
CUST-00139,26,46.58,997.88,Month-to-month,DSL,Mailed check,0,0,0,3,31.7,Yes,Yes,0
CUST-00140,32,82.76,2694.06,Month-to-month,DSL,Electronic check,1,2,1,3,77.4,Yes,No,0
CUST-00141,71,117.09,7941.17,Month-to-month,No internet,Electronic check,2,0,0,4,19.9,No,No,1
CUST-00142,16,85.26,1470.72,Month-to-month,DSL,Electronic check,0,1,0,5,27.2,Yes,No,0
CUST-00143,20,66.72,1408.23,One year,DSL,Bank transfer,1,1,1,2,48.6,Yes,No,0
CUST-00144,30,63.84,2107.37,Month-to-month,Fiber optic,Bank transfer,1,0,0,5,22.8,No,No,1
CUST-00145,72,65.97,5011.69,Two year,Fiber optic,Bank transfer,1,2,1,4,21.7,Yes,No,0
CUST-00146,62,69.41,4415.71,Month-to-month,DSL,Electronic check,0,1,0,3,55.0,Yes,No,0
CUST-00147,3,66.69,124.78,Month-to-month,Fiber optic,Bank transfer,1,0,1,5,47.1,Yes,No,0
CUST-00148,17,95.16,1878.43,Two year,DSL,Credit card,0,0,1,1,45.3,Yes,Yes,1
CUST-00149,60,36.87,2068.93,Month-to-month,DSL,Electronic check,1,0,0,4,40.7,Yes,No,0
CUST-00150,5,93.96,241.48,Month-to-month,Fiber optic,Electronic check,0,1,1,2,27.6,Yes,No,1
CUST-00151,62,66.65,4354.6,Two year,Fiber optic,Credit card,0,0,0,4,34.2,No,No,0
CUST-00152,21,83.29,1821.28,Two year,DSL,Electronic check,0,0,0,1,36.8,No,No,0
CUST-00153,67,50.21,3138.97,One year,Fiber optic,Mailed check,1,2,0,4,50.7,No,No,0
CUST-00154,22,104.23,2130.42,Month-to-month,DSL,Credit card,2,0,1,1,44.4,Yes,No,1
CUST-00155,32,102.4,3342.95,One year,DSL,Electronic check,1,1,1,2,24.1,No,No,1
CUST-00156,48,96.11,4508.88,Two year,Fiber optic,Bank transfer,0,1,2,5,49.8,Yes,No,0
CUST-00157,10,41.68,329.66,Two year,DSL,Credit card,0,1,0,4,12.8,No,No,0
CUST-00158,41,93.24,4058.81,Month-to-month,DSL,Electronic check,1,0,1,3,33.2,Yes,No,1
CUST-00159,37,83.91,3362.45,Month-to-month,DSL,Credit card,2,0,0,2,20.9,No,No,0
CUST-00160,57,39.68,2279.37,Month-to-month,Fiber optic,Electronic check,1,0,2,1,25.1,No,No,0
CUST-00161,72,74.47,5343.78,Month-to-month,DSL,Electronic check,2,0,1,1,66.9,Yes,No,0
CUST-00162,48,83.02,4093.25,One year,DSL,Bank transfer,2,1,1,4,15.9,Yes,No,1
CUST-00163,30,87.23,2549.51,Month-to-month,Fiber optic,Credit card,0,0,1,2,25.7,Yes,No,0
CUST-00164,30,78.9,2099.34,Month-to-month,DSL,Electronic check,1,0,0,1,45.7,Yes,No,0
CUST-00165,31,81.41,2192.33,Month-to-month,No internet,Electronic check,5,0,1,3,30.9,Yes,No,1
CUST-00166,59,107.42,6328.95,Month-to-month,Fiber optic,Credit card,1,0,1,2,40.3,No,No,1
CUST-00167,24,101.97,2553.11,Month-to-month,DSL,Electronic check,1,0,0,5,59.4,Yes,No,0
CUST-00168,13,20.0,261.92,Month-to-month,No internet,Mailed check,1,2,0,2,47.8,Yes,No,0
CUST-00169,25,68.02,1797.7,Month-to-month,No internet,Credit card,1,1,1,2,31.0,No,No,1
CUST-00170,2,71.38,251.94,Two year,Fiber optic,Bank transfer,1,0,1,1,36.0,No,Yes,1
CUST-00171,8,36.45,457.92,Month-to-month,DSL,Credit card,2,2,2,1,46.0,Yes,No,1
CUST-00172,7,77.07,561.84,Month-to-month,No internet,Bank transfer,1,0,0,3,47.5,No,No,0
CUST-00173,56,102.47,5771.43,Month-to-month,DSL,Electronic check,1,0,1,2,38.3,No,No,0
CUST-00174,53,51.1,2703.88,Month-to-month,Fiber optic,Electronic check,3,0,0,4,43.4,No,Yes,0
CUST-00175,51,82.4,4171.39,Month-to-month,Fiber optic,Electronic check,1,1,0,5,43.4,Yes,No,0
CUST-00176,34,54.85,1676.26,Month-to-month,DSL,Electronic check,3,2,0,3,36.6,Yes,No,0
CUST-00177,52,60.22,3272.08,Month-to-month,Fiber optic,Mailed check,1,2,3,2,28.9,Yes,Yes,0
CUST-00178,12,107.5,1243.95,Month-to-month,Fiber optic,Bank transfer,2,0,3,5,49.1,No,No,1
CUST-00179,65,63.06,4045.97,One year,Fiber optic,Credit card,0,2,0,5,42.4,No,No,0
CUST-00180,37,85.17,3086.3,Month-to-month,DSL,Credit card,0,1,2,5,6.8,No,No,0
CUST-00181,68,33.83,2139.59,Month-to-month,Fiber optic,Credit card,0,1,0,5,25.6,Yes,No,0
CUST-00182,11,115.97,1265.4,One year,No internet,Credit card,2,0,2,5,30.8,Yes,No,1
CUST-00183,36,88.26,3239.33,Month-to-month,DSL,Bank transfer,1,1,2,4,35.0,No,Yes,0
CUST-00184,51,70.99,3535.86,Month-to-month,No internet,Credit card,4,0,0,5,56.1,Yes,No,0
CUST-00185,36,87.66,3280.27,Month-to-month,No internet,Bank transfer,0,0,0,2,86.0,Yes,No,0
CUST-00186,33,43.98,1407.13,Month-to-month,Fiber optic,Electronic check,2,0,1,5,3.0,No,No,0
CUST-00187,12,101.02,1028.32,Month-to-month,DSL,Mailed check,1,1,0,1,42.6,No,Yes,1
CUST-00188,28,67.87,2065.2,Two year,Fiber optic,Electronic check,0,1,0,5,39.0,Yes,No,0
CUST-00189,18,70.51,1293.0,Two year,No internet,Credit card,1,1,2,2,35.3,No,No,1
CUST-00190,22,64.18,1515.55,Two year,Fiber optic,Bank transfer,3,0,1,2,46.1,Yes,No,0
CUST-00191,50,62.23,3217.92,Month-to-month,DSL,Electronic check,2,2,0,4,40.2,Yes,Yes,0
CUST-00192,46,90.28,4039.35,Month-to-month,DSL,Electronic check,1,0,0,1,32.6,Yes,Yes,0
CUST-00193,44,80.63,3485.09,Month-to-month,Fiber optic,Electronic check,1,0,0,5,38.4,Yes,No,1
CUST-00194,27,89.34,2536.29,Month-to-month,DSL,Credit card,0,1,0,4,46.3,Yes,No,0
CUST-00195,70,74.81,5456.93,Month-to-month,Fiber optic,Mailed check,2,1,1,1,44.9,Yes,No,0
CUST-00196,7,86.29,611.62,Month-to-month,Fiber optic,Bank transfer,0,1,0,5,40.8,Yes,No,1
CUST-00197,25,65.79,1569.49,Month-to-month,Fiber optic,Credit card,0,0,2,1,29.2,Yes,No,1
CUST-00198,9,124.05,1318.33,Month-to-month,Fiber optic,Mailed check,1,1,0,5,80.3,Yes,No,0
CUST-00199,25,40.51,937.55,Month-to-month,DSL,Credit card,1,1,0,5,43.4,No,No,0
CUST-00200,70,102.74,7231.28,One year,No internet,Bank transfer,3,0,1,4,49.4,Yes,Yes,0
CUST-00201,27,105.09,2786.1,Month-to-month,Fiber optic,Electronic check,2,1,1,4,30.4,Yes,No,1
CUST-00202,66,56.25,3744.79,Two year,DSL,Credit card,0,0,1,5,40.8,Yes,No,0
CUST-00203,36,124.04,4351.99,Month-to-month,No internet,Electronic check,0,0,0,5,40.7,Yes,No,0
CUST-00204,51,96.9,4896.94,Month-to-month,DSL,Electronic check,2,0,0,4,9.3,No,No,0
CUST-00205,33,96.37,3104.93,Month-to-month,Fiber optic,Bank transfer,0,1,1,1,27.3,No,No,1
CUST-00206,20,75.62,1591.87,Month-to-month,No internet,Electronic check,3,0,1,4,27.0,Yes,Yes,0
CUST-00207,56,70.22,3951.91,Month-to-month,Fiber optic,Credit card,4,0,0,2,29.0,Yes,No,1
CUST-00208,70,70.39,5032.92,Month-to-month,DSL,Bank transfer,2,2,0,1,22.0,Yes,No,0
CUST-00209,19,83.59,1489.12,One year,DSL,Electronic check,1,0,0,1,38.7,Yes,No,0
CUST-00210,57,105.83,6007.3,Month-to-month,DSL,Credit card,2,0,0,3,59.0,No,No,1
CUST-00211,19,78.99,1575.81,Month-to-month,Fiber optic,Bank transfer,0,0,0,5,40.0,Yes,No,0
CUST-00212,52,54.95,2960.44,Two year,Fiber optic,Bank transfer,1,1,0,1,20.3,No,No,0
CUST-00213,57,93.14,5135.49,Month-to-month,DSL,Electronic check,1,0,1,1,22.5,No,No,0
CUST-00214,33,95.27,3182.05,One year,Fiber optic,Mailed check,2,0,0,1,32.3,No,No,0
CUST-00215,54,89.4,4730.01,Month-to-month,Fiber optic,Bank transfer,2,1,0,1,16.8,Yes,No,0
CUST-00216,20,91.4,1937.12,Month-to-month,DSL,Credit card,0,0,0,3,42.6,No,No,1
CUST-00217,6,69.04,637.5,Month-to-month,DSL,Credit card,1,2,0,5,58.3,No,No,0
CUST-00218,7,54.56,68.49,Month-to-month,Fiber optic,Bank transfer,1,1,0,1,29.4,Yes,No,1
CUST-00219,33,55.9,1765.99,One year,Fiber optic,Bank transfer,0,0,0,5,39.1,No,No,0
CUST-00220,65,39.02,2567.95,Month-to-month,No internet,Electronic check,1,0,1,5,31.6,Yes,No,0
CUST-00221,10,80.21,801.64,Month-to-month,Fiber optic,Mailed check,2,1,0,1,28.6,Yes,No,1
CUST-00222,33,73.16,2527.04,Month-to-month,Fiber optic,Mailed check,0,0,0,3,40.8,No,No,1
CUST-00223,51,65.32,3340.81,Two year,Fiber optic,Credit card,1,0,0,5,28.1,Yes,No,0
CUST-00224,15,20.0,236.43,One year,Fiber optic,Bank transfer,1,1,0,4,25.9,Yes,No,0
CUST-00225,52,47.56,2350.68,Two year,No internet,Credit card,0,1,0,1,13.7,Yes,No,0
CUST-00226,23,99.66,2149.56,One year,Fiber optic,Bank transfer,0,0,3,1,39.0,No,No,0
CUST-00227,59,60.38,3473.29,One year,Fiber optic,Bank transfer,0,0,0,3,54.0,No,No,0
CUST-00228,42,82.93,3415.25,Month-to-month,DSL,Electronic check,1,0,0,5,48.6,No,Yes,1
CUST-00229,40,44.4,1822.05,Two year,Fiber optic,Electronic check,1,0,1,5,60.4,No,No,0
CUST-00230,13,106.65,1367.64,Month-to-month,Fiber optic,Electronic check,2,0,1,3,27.9,Yes,No,1
CUST-00231,34,71.83,2364.11,Month-to-month,No internet,Mailed check,1,2,0,3,50.8,No,No,1
CUST-00232,62,81.38,4924.44,One year,DSL,Credit card,1,1,0,3,21.5,Yes,No,0
CUST-00233,2,126.17,168.02,Month-to-month,Fiber optic,Bank transfer,1,1,0,3,48.6,Yes,Yes,0
CUST-00234,55,108.36,5892.12,Month-to-month,Fiber optic,Credit card,2,0,1,4,62.7,No,No,0
CUST-00235,36,68.26,2367.58,Month-to-month,Fiber optic,Electronic check,0,0,0,2,45.5,Yes,No,0
CUST-00236,52,61.95,3302.17,Month-to-month,Fiber optic,Mailed check,2,0,0,3,62.9,No,No,0
CUST-00237,48,67.84,3420.49,Two year,DSL,Credit card,1,1,1,4,29.0,Yes,No,0
CUST-00238,32,86.22,2617.91,Month-to-month,DSL,Electronic check,0,0,1,3,36.0,No,No,1
CUST-00239,23,72.69,1806.18,Two year,DSL,Electronic check,2,1,1,5,24.3,Yes,Yes,0
CUST-00240,46,66.3,3132.99,Month-to-month,No internet,Electronic check,3,0,0,4,38.5,No,No,1
CUST-00241,11,107.28,1201.66,One year,Fiber optic,Electronic check,1,0,0,4,42.0,No,Yes,1
CUST-00242,43,72.49,3300.27,Month-to-month,No internet,Electronic check,5,0,0,5,38.4,Yes,No,0
CUST-00243,7,125.59,858.7,Two year,DSL,Credit card,2,1,0,3,30.9,No,No,1
CUST-00244,47,77.0,3667.23,Month-to-month,Fiber optic,Electronic check,0,0,1,2,30.6,No,No,0
CUST-00245,46,114.28,5271.73,Month-to-month,DSL,Electronic check,2,0,0,3,43.2,Yes,No,0
CUST-00246,7,82.86,585.94,Month-to-month,Fiber optic,Electronic check,3,2,2,5,35.6,No,No,1
CUST-00247,55,96.19,5345.53,Month-to-month,DSL,Credit card,1,1,1,5,20.7,Yes,No,0
CUST-00248,30,59.06,1777.37,Month-to-month,DSL,Mailed check,0,0,1,2,9.5,No,No,0
CUST-00249,57,56.22,3260.47,One year,Fiber optic,Credit card,0,2,1,3,29.1,Yes,No,0
CUST-00250,3,85.11,174.95,Two year,No internet,Electronic check,0,1,0,2,17.3,No,No,0
CUST-00251,13,96.75,1181.12,One year,Fiber optic,Credit card,0,1,1,1,25.5,Yes,Yes,1
CUST-00252,36,75.89,2651.12,Month-to-month,DSL,Mailed check,1,0,0,2,31.7,No,Yes,1
CUST-00253,14,46.7,610.02,Month-to-month,Fiber optic,Bank transfer,0,1,0,1,35.8,No,No,0
CUST-00254,24,45.07,1203.27,Two year,Fiber optic,Bank transfer,3,0,1,2,28.0,No,No,1
